,Entity,Type
5138,digoxin,drug
5202,digoxin,drug
5372,digoxin,drug
5205,digoxin,drug
4542,digoxin,drug
5800,digoxin,drug
4541,digoxin,drug
7687,digoxin,drug
4531,digoxin,drug
5799,digoxin,drug
11618,digoxin,drug
11619,digoxin,drug
5204,digoxin,drug
642,digoxin,drug
1266,digoxin,drug
3437,digoxin,drug
5129,digoxin,drug
11002,digoxin,drug
11003,digoxin,drug
5131,digoxin,drug
5861,digoxin,drug
5858,digoxin,drug
9978,digoxin,drug
5468,digoxin,drug
5851,digoxin,drug
5134,digoxin,drug
7686,digoxin,drug
9984,digoxin,drug
9987,digoxin,drug
5135,digoxin,drug
5136,digoxin,drug
10172,digoxin,drug
5137,digoxin,drug
9030,digoxin,drug
7683,digoxin,drug
7684,digoxin,drug
2259,digoxin,drug
7685,digoxin,drug
5464,digoxin,drug
7293,digoxin,drug
7776,dihydroergotamine,drug
1412,dihydroergotamine,drug
9462,dihydroergotamine,drug
7933,dihydroergotamine,drug
11545,dihydroergotamine,drug
8584,dihydroergotamine,drug
10647,dihydroergotamine,drug
11066,dihydroergotamine,drug
4179,dihydroergotamine,drug
2927,dihydroergotamine mesylate,drug
2968,dihydroergotamine mesylate,drug
2964,dihydroergotamine mesylate,drug
2950,dihydroergotamine mesylate,drug
2938,dihydroergotamine mesylate,drug
2935,dihydroergotamine mesylate,drug
2932,dihydroergotamine mesylate,drug
1836,dihydropyridine calcium antagonists,group
8559,dihydropyridine calcium channel blockers,group
9552,dihydropyridine calcium channel blockers,group
1887,dihydrotachysterol,drug
2915,diltiazem,drug
7392,diltiazem,drug
10922,diltiazem,drug
10921,diltiazem,drug
10919,diltiazem,drug
10199,diltiazem,drug
10894,diltiazem,drug
8231,diltiazem,drug
7003,diltiazem,drug
11309,diltiazem,drug
10498,diltiazem,drug
7701,diltiazem,drug
3797,diltiazem,drug
7699,diltiazem,drug
7678,diltiazem,drug
7674,diltiazem,drug
7724,diltiazem,drug
7719,diltiazem,drug
7672,diltiazem,drug
7668,diltiazem,drug
7715,diltiazem,drug
9146,diltiazem,drug
7714,diltiazem,drug
7659,diltiazem,drug
7658,diltiazem,drug
7677,diltiazem,drug
7731,diltiazem,drug
7680,diltiazem,drug
7732,diltiazem,drug
7730,diltiazem,drug
7695,diltiazem,drug
7705,diltiazem,drug
7703,diltiazem,drug
7709,diltiazem,drug
7688,diltiazem hydrochloride,drug
7663,diltiazem hydrochloride,drug
7661,diltiazem hydrochloride,drug
7682,diltiazem hydrochloride,drug
7653,diltiazem hydrochloride,drug
995,diphenhydramine,drug
4414,diphenhydramine,drug
4912,diphenhydramine,drug
11475,diphenhydramine,drug
4547,diphenidol,drug
4549,diphenidol,drug
4551,diphenidol,drug
3630,diphenoxylate,drug
3629,diphenoxylate hydrochloride,drug
6228,diphenylhydantoin,drug
11499,diphenylhydantoin,drug
8834,diphosphonate,group
8833,diphosphonates,group
4751,dipyridamole,drug
9945,dipyridamole,drug
6885,dipyridamole,drug
4338,dipyridamole,drug
4473,dipyridamole,drug
5061,dipyridamole,drug
5059,dipyridamole,drug
11213,dipyridamole,drug
11032,dipyridamole,drug
7917,dirithromycin,drug
7916,dirithromycin,drug
7871,dirithromycin,drug
7888,dirithromycin,drug
7902,dirithromycin,drug
7914,dirithromycin,drug
7884,dirithromycin,drug
7879,dirithromycin,drug
7889,dirithromycin,drug
7875,dirithromycin,drug
7911,dirithromycin,drug
7899,dirithromycin,drug
7893,dirithromycin,drug
2424,disopyramide,drug
2910,disopyramide,drug
2907,disopyramide,drug
9857,disopyramide,drug
5006,disopyramide,drug
8233,disopyramide,drug
7939,disopyramide,drug
4038,disulfiram,drug
5021,disulfiram,drug
5019,disulfiram,drug
4802,disulfiram,drug
7626,disulfiram,drug
4702,disulfiram,drug
4648,disulfiram,drug
7201,diuretic,group
10590,diuretic,group
5120,diuretic,drug
2381,diuretic,group
6967,diuretic,group
8380,diuretic,group
5368,diuretic,group
7181,diuretic,group
5214,diuretic,group
8005,diuretic,group
2557,diuretic,group
2405,diuretic,group
3363,diuretic,group
6703,diuretic,group
801,diuretic,group
5332,diuretic,group
856,diuretic,group
5329,diuretic,group
851,diuretic,group
784,diuretic,group
847,diuretic,group
849,diuretic,group
9070,diuretic agents,group
7215,diuretics,group
6952,diuretics,group
5637,diuretics,group
6258,diuretics,group
10302,diuretics,group
1076,diuretics,group
2388,diuretics,group
11429,diuretics,group
2383,diuretics,group
2379,diuretics,group
8857,diuretics,group
5213,diuretics,group
5225,diuretics,group
5346,diuretics,group
5343,diuretics,group
2995,diuretics,group
7992,diuretics,group
5328,diuretics,group
5852,diuretics,group
6171,diuretics,group
5766,diuretics,group
10007,diuretics,group
2386,diuretics,group
7178,diuretics,group
4361,diuretics,group
2436,diuretics,group
4647,diuretics,group
7046,diuretics,group
2892,diuretics,group
8110,diuretics,group
4616,diuretics,group
9183,diuretics,group
6758,diuretics,group
8146,diuretics,group
854,diuretics,group
4593,diuretics,group
782,diuretics,group
844,diuretics,group
9669,divalproex sodium,drug
6215,divalproex sodium,drug
10666,dmPGE2,drug_n
10660,dmPGE2,drug_n
10663,dmPGE2,drug_n
10667,dmPGE2,drug_n
10668,dmPGE2,drug_n
10662,dmPGE2,drug_n
10678,dmPGE2,drug_n
10673,dmPGE2,drug_n
10661,dmPGE2,drug_n
10665,dmPGE2,drug_n
446,dobutamine,drug
444,dobutamine,drug
4482,dobutamine,drug
3408,dobutamine,drug
442,dobutamine,drug
3621,dofetilide,drug
3619,dofetilide,drug
3617,dofetilide,drug
3615,dofetillide,drug
10813,dolasetron,drug
6997,dolasetron,drug
6993,dolasetron,drug
7010,dolasetron mesylate,drug
1687,dopa decarboxylase inhibitor,group
1678,dopa decarboxylase inhibitor,group
1683,dopa decarboxylase inhibitor,group
1700,dopa-decarboxylase inhibitor,group
4358,dopamine,drug
3407,dopamine,drug
6867,dopamine,drug
9065,dopamine,drug
9093,dopamine,drug
9088,dopamine,drug
9084,dopamine,drug
10567,dopamine,drug
9072,dopamine,drug
9035,dopamine,drug
9064,dopamine,drug
9099,dopamine HCl,drug
9090,dopamine HCl,drug
9067,dopamine HCl,drug
9076,dopamine HCl,drug
9069,dopamine HCl,drug
9068,dopamine HCl,drug
9100,dopamine HCl,drug
7173,dopamine agonist,group
679,dopamine agonists,group
7156,dopamine antagonists,group
6846,dopamine antagonists,group
6863,dopaminergic agents,group
9176,dornase alfa,drug
6300,doxapram,drug
6304,doxapram,drug
6306,doxapram,drug
1392,doxorubicin,drug
1387,doxorubicin,drug
4166,doxorubicin,drug
10359,doxorubicin,drug
6122,doxorubicin,drug
6125,doxorubicin,drug
7017,doxorubicin,drug
11187,doxorubicin,drug
8257,doxorubicin,drug
3904,doxorubicin,drug
3905,doxorubicin,drug
1396,doxorubicin,drug
3822,doxorubicin HCL,drug
9732,doxorubicin HCl,drug
6123,doxorubicinol,drug_n
11022,doxycycline,drug
4071,doxycycline,drug
11396,doxycycline,drug
11401,doxycycline,drug
5243,doxycycline,drug
11406,doxycycline,drug
3850,doxycycline,drug
10014,doxycycline,drug
10029,doxycycline,drug
5382,doxylamine,drug
5381,doxylamine,drug
10227,droperidol,drug
7645,drug,drug
3263,drugs,drug
7639,drugs,drug
4997,drugs,drug
1518,duloxetine,drug
1511,duloxetine,drug
1512,duloxetine,drug
1520,duloxetine,drug
1514,duloxetine,drug
1516,duloxetine,drug
1517,duloxetine,drug
1571,duloxetine,drug
1525,duloxetine,drug
1527,duloxetine,drug
1569,duloxetine,drug
1562,duloxetine,drug
1548,duloxetine,drug
6316,dyphylline,drug
6318,dyphylline,drug
13,echistatin,drug_n
10,echistatin,drug_n
10183,edetate calcium disodium,drug
6918,edrophonium,drug
2204,edrophonium,drug
10637,efavirenz,drug
10626,efavirenz,drug
4884,efavirenz,drug
4893,efavirenz,drug
10238,egg,drug
2476,emetic,group
4552,emetic,group
6768,enalapril,drug
1055,enalapril,drug
1054,enalapril,drug
511,encainide,drug
1215,endotoxin,drug_n
1217,endotoxin,drug_n
1226,endotoxin,drug_n
1218,endotoxin,drug_n
1220,endotoxin,drug_n
1221,endotoxin,drug_n
1227,endotoxin,drug_n
1230,endotoxin,drug_n
1229,endotoxin,drug_n
1224,endotoxin,drug_n
1223,endotoxin,drug_n
11274,endoxifen,drug_n
11269,endoxifen,drug_n
6815,enflurane,drug
6812,enflurane,drug
5441,enflurane,drug
6806,enflurane,drug
2170,enflurane,drug
2164,enflurane,drug
11048,enfuvirtide,drug
11045,enfuvirtide,drug
2571,enhancers,drug
10574,enkephalins,drug_n
10578,enkephalins,drug_n
10571,enkephalins,drug_n
10435,enoxacin,drug
5494,enoximone,drug
1668,entacapone,drug
1670,entacapone,drug
1676,entacapone,drug
1698,entacapone,drug
1689,entacapone,drug
1688,entacapone,drug
1681,entacapone,drug
1685,entacapone,drug
2369,entecavir,drug
2371,entecavir,drug
2372,entecavir,drug
245,ephedrine,drug
247,ephedrine,drug
252,ephedrine,drug
255,ephedrine,drug
257,ephedrine,drug
249,ephedrine,drug
6898,ephedrine,drug
6314,ephedrine,drug
6868,epinephrine,drug
10568,epinephrine,drug
2438,epinephrine,drug
10563,epinephrine,drug
7630,epinephrine,drug
6495,epinephrine,drug
6489,epinephrine,drug
6515,epinephrine,drug
5388,epinephrine,drug
8243,epinephrine,drug
8922,epinephrine,drug
4825,epinephrine,drug
11107,epinephrine,drug
4835,epinephrine,drug
6058,epirubicin,drug
6050,epirubicin,drug
6051,epirubicin,drug
6052,epirubicin,drug
6053,epirubicin,drug
6056,epirubicin,drug
1037,eplerenone,drug
1032,eplerenone,drug
1057,eplerenone,drug
1064,eplerenone,drug
1030,eplerenone,drug
1029,eplerenone,drug
8051,ergocalciferol,drug
9096,ergonovine,drug
2944,ergot,drug
2948,ergot alkaloid class,group
1411,ergot alkaloid drugs,group
9641,ergot alkaloids,group
9460,ergot alkaloids,group
6854,ergot alkaloids,group
11148,ergot alkaloids,group
1440,ergot alkaloids,group
7775,ergot-type medications,group
8583,ergot-type medications,group
4178,ergot-type medications,group
11065,ergot-type medications,group
6497,ergot-type oxytocic drugs,group
7932,ergotamine,drug
2953,ergotamine,drug
8582,ergotamine,drug
7403,ergotamine,drug
6309,ergotamine,drug
2941,ergotamine,drug
9461,ergotamine,drug
7774,ergotamine,drug
1413,ergotamine,drug
11064,ergotamine,drug
4177,ergotamine,drug
7490,erlotinib,drug
7518,erlotinib,drug
7506,erlotinib,drug
7517,erlotinib,drug
6428,ertapenem,drug
6420,ertapenem,drug
6416,ertapenem,drug
6419,ertapenem,drug
6427,ertapenem,drug
6423,ertapenem,drug
6424,ertapenem,drug
354,erythrohydrobupropion,drug_n
10031,erythromycin,drug
10198,erythromycin,drug
10066,erythromycin,drug
1120,erythromycin,drug
1124,erythromycin,drug
986,erythromycin,drug
3798,erythromycin,drug
122,erythromycin,drug
694,erythromycin,drug
5312,erythromycin,drug
5314,erythromycin,drug
11090,erythromycin,drug
11099,erythromycin,drug
1033,erythromycin,drug
7395,erythromycin,drug
1237,erythromycin,drug
1251,erythromycin,drug
467,erythromycin,drug
6974,erythromycin,drug
11303,erythromycin,drug
11306,erythromycin,drug
5244,erythromycin,drug
10055,erythromycin,drug
988,erythromycin,drug
7927,erythromycin,drug
7799,erythromycin,drug
7794,erythromycin,drug
6037,erythromycin,drug
3197,erythromycin,drug
2055,erythromycin,drug
3200,erythromycin,drug
3218,erythromycin,drug
3213,erythromycin,drug
3203,erythromycin,drug
3254,erythromycin,drug
9330,erythromycin,drug
6528,erythromycin,drug
2833,erythromycin,drug
4211,erythromycin,drug
8688,erythromycin,drug
3206,erythromycin,drug
9405,erythromycin,drug
7473,erythromycin,drug
1416,erythromycin,drug
7931,erythromycin,drug
7929,erythromycin,drug
7923,erythromycin,drug
7934,erythromycin,drug
8532,erythromycin,drug
7915,erythromycin,drug
1693,erythromycin,drug
3281,erythromycin,drug
2946,erythromycin,drug
7891,erythromycin,drug
1881,erythromycin,drug
6435,erythromycin,drug
9147,erythromycin,drug
3507,erythromycins,drug
5885,erythropoietin,drug
2604,escitalopram,drug
2704,escitalopram,drug
2692,escitalopram,drug
2691,escitalopram,drug
2719,escitalopram,drug
2693,escitalopram,drug
2695,escitalopram,drug
2696,escitalopram,drug
2689,escitalopram,drug
2697,escitalopram,drug
2698,escitalopram,drug
2716,escitalopram,drug
2708,escitalopram,drug
7806,escitalopram,drug
2638,escitalopram,drug
2703,escitalopram,drug
2676,escitalopram,drug
2659,escitalopram,drug
7809,escitalopram,drug
2701,escitalopram,drug
2702,escitalopram,drug
10535,esmolol HCl,drug
10508,estazolam,drug
10490,estazolam,drug
10507,estazolam,drug
10504,estazolam,drug
10503,estazolam,drug
10493,estazolam,drug
10487,estazolam,drug
10480,estazolam,drug
10485,estazolam,drug
10479,estazolam,drug
1219,estradiol,drug
1216,estradiol,drug
1214,estradiol,drug
1225,estradiol,drug
1222,estradiol,drug
1228,estradiol,drug
8934,estrogen,group
7748,estrogen,group
8469,estrogen,group
8906,estrogen,group
3486,estrogen,group
7746,estrogen,group
1231,estrogen,group
11268,estrogen antagonist,group
7821,estrogens,group
4039,estrogens,group
8149,estrogens,group
6175,estrogens,group
7147,estrogens,group
1232,estrogens,group
5770,estrogens,group
8933,estrogens,group
8930,estrogens,group
8928,estrogens,group
8905,estrogens,group
3741,estrogens,group
5604,estrogens,group
4072,estrogens,group
8901,estrogens,group
2445,estrogens,group
6219,estrogens,group
2793,eszopiclone,drug
2821,eszopiclone,drug
2803,eszopiclone,drug
2820,eszopiclone,drug
2800,eszopiclone,drug
2806,eszopiclone,drug
2807,eszopiclone,drug
2818,eszopiclone,drug
2823,eszopiclone,drug
2797,eszopiclone,drug
2992,etanercept,drug
10261,etanercept,drug
2994,etanercept,drug
2991,etanercept,drug
6958,ethacrynic acid,drug
4649,ethacrynic acid,drug
9187,ethacrynic acid,drug
4703,ethacrynic acid,drug
8055,ethacrynic acid,drug
9121,ethambutol,drug
9124,ethambutol,drug
9118,ethambutol,drug
9115,ethambutol,drug
9119,ethambutol,drug
7368,ethanol,drug
5927,ethanol,drug
11577,ethanol,drug
82,ethanol,drug
1557,ethanol,drug
4099,ethanol,drug
9375,ethanol,drug
3438,ethanol,drug
1552,ethanol,drug
943,ethanol,drug
5925,ethanol,drug
2795,ethanol,drug
7108,ethanol,drug
942,ethanol,drug
941,ethanol,drug
4111,ethanol,drug
757,ethanol,drug
756,ethanol,drug
652,ethanol,drug
648,ethanol,drug
4536,ethanol,drug
9046,ethanol,drug
9048,ethanol,drug
9052,ethanol,drug
9054,ethanol,drug
945,ethanol,drug
1978,ethanol,drug
2794,ethanol,drug
3559,ethanol,drug
4594,ethchlorvynol,drug
4617,ethchlorvynol,drug
7651,ethchlorvynol,drug
7650,ethchlorvynol,drug
11626,ethinamate,drug
3286,ethinyl estradiol,drug
6387,ethinyl estradiol,drug
1633,ethinyl estradiol,drug
1631,ethinyl estradiol,drug
3442,ethinyl estradiol,drug
272,ethinyl estradiol,drug
1890,ethinyl estradiol,drug
3035,ethinyl estradiol,drug
10855,ethinyl estradiol,drug
3037,ethinyl estradiol,drug
10857,ethinyl estradiol,drug
2117,ethinyl estradiol,drug
4462,ethinyl estradiol,drug
6452,ethinylestradiol,drug
8463,ethinylestradiol,drug
1869,ethinylestradiol,drug
11575,ethionamide,drug
4040,ethosuximide,drug
1403,ethosuximide,drug
1405,ethosuximide,drug
1408,ethosuximide,drug
1753,ethosuximide,drug
3851,ethosuximide,drug
9862,ethosuximide,drug
6453,ethoxycoumarin,drug_n
6757,ethoxzolamide,drug
11410,ethyl alcohol,drug
4971,ethyl alcohol,drug
4089,ethynyl estradiol,drug
4086,ethynyl estradiol,drug
11478,etidronate,drug
2743,etodolac,drug
2744,etodolac,drug
2747,etodolac,drug
2748,etodolac,drug
2749,etodolac,drug
2750,etodolac,drug
3326,etodolac,drug
1388,etoposide,drug
9630,etoposide,drug
1998,etretinate,drug
1976,etretinate,drug
8959,everolimus,drug
8961,everolimus,drug
8941,everolimus,drug
8956,everolimus,drug
8943,everolimus,drug
8954,everolimus,drug
8957,everolimus,drug
8946,everolimus,drug
8949,everolimus,drug
5816,exemestane,drug
5821,exemestane,drug
11352,ezetimibe,drug
11351,ezetimibe,drug
11331,ezetimibe,drug
11329,ezetimibe,drug
11338,ezetimibe,drug
11340,ezetimibe,drug
11326,ezetimibe,drug
11342,ezetimibe,drug
11353,ezetimibe,drug
11344,ezetimibe,drug
11345,ezetimibe,drug
11346,ezetimibe,drug
11347,ezetimibe,drug
11348,ezetimibe,drug
11343,ezetimibe,drug
11350,ezetimibe,drug
11355,ezetimibe,drug
11314,ezetimibe,drug
11365,ezetimibe,drug
11315,ezetimibe,drug
11321,ezetimibe,drug
11358,ezetimibe,drug
11318,ezetimibe,drug
11364,ezetimibe,drug
11425,famciclovir,drug
9438,famotidine,drug
1568,famotidine,drug
2346,famotidine,drug
4345,famotidine,drug
1895,famotidine,drug
8341,fat soluble vitamins,group
3755,fat soluble vitamins,group
2489,fat soluble vitamins,group
3758,fat-soluble vitamins,group
8048,fat-soluble vitamins,group
7260,fat-soluble vitamins,group
3852,felbamate,drug
3823,felbamate,drug
1877,felodipine,drug
1257,felodipine,drug
1254,felodipine,drug
1258,felodipine,drug
1253,felodipine,drug
1252,felodipine,drug
1249,felodipine,drug
1248,felodipine,drug
1260,felodipine,drug
1246,felodipine,drug
1244,felodipine,drug
1245,felodipine,drug
1255,felodipine,drug
1239,felodipine,drug
1273,felodipine,drug
1264,felodipine,drug
3853,felodipine,drug
1279,felodipine,drug
1277,felodipine,drug
1240,felodipine,drug
1268,felodipine,drug
741,fenbufen,drug
536,fenofibrate,drug
11325,fenofibrate,drug
530,fenofibrate,drug
547,fenofibrate,drug
542,fenofibrate,drug
534,fenofibrate,drug
541,fenofibric acid,drug_n
531,fenofibric acid,drug_n
548,fenofibric acid,drug_n
11166,fenoprofen,drug
11169,fenoprofen,drug
11170,fenoprofen,drug
4650,fenoprofen,drug
4704,fenoprofen,drug
11158,fenoprofen,drug
11156,fenoprofen,drug
11154,fenoprofen,drug
9152,fentanyl,drug
9138,fentanyl,drug
9145,fentanyl,drug
10222,fentanyl,drug
9455,fentanyl,drug
9148,fentanyl,drug
9149,fentanyl,drug
8316,ferrous gluconate,drug
8320,ferrous gluconate,drug
8315,ferrous sulfate,drug
8319,ferrous sulfate,drug
8491,ferrous sulfate,drug
3225,fexofenadine,drug
3214,fexofenadine,drug
3234,fexofenadine,drug
3208,fexofenadine,drug
3230,fexofenadine,drug
3198,fexofenadine,drug
3217,fexofenadine,drug
3215,fexofenadine,drug
3233,fexofenadine,drug
3209,fexofenadine hydrochloride,drug
3202,fexofenadine hydrochloride,drug
3220,fexofenadine hydrochloride,drug
3205,fexofenadine hydrochloride,drug
3195,fexofenadine hydrochloride,drug
3232,fexofenadine hydrochloride,drug
526,fibrate drugs,group
11589,fibrates,group
11319,fibrates,group
2425,fibrates,group
11323,fibrates,group
3251,fibric acid derivatives,group
8441,filipin,drug_n
8450,filipin,drug_n
8448,filipin,drug_n
8445,filipin,drug_n
8443,filipin,drug_n
8847,finasteride,drug
8864,finasteride,drug
8865,finasteride,drug
8867,finasteride,drug
8869,finasteride,drug
8870,finasteride,drug
11,flavoridin,drug_n
14,flavoridin,drug_n
2900,flecainide,drug
5661,flecainide,drug
2901,flecainide,drug
2878,flecainide,drug
2904,flecainide,drug
1540,flecainide,drug
2905,flecainide,drug
2902,flecainide,drug
510,flecainide,drug
11129,flecainide,drug
557,flecainide,drug
9004,flecainide,drug
2898,flecainide,drug
7455,flecainide,drug
390,flecainide,drug
2887,flecainide,drug
7603,flecainide,drug
2896,flecainide,drug
2889,flecainide,drug
10202,fluconazole,drug
4253,fluconazole,drug
1794,fluconazole,drug
1803,fluconazole,drug
10638,fluconazole,drug
10627,fluconazole,drug
1036,fluconazole,drug
6190,fluconazole,drug
6192,fluconazole,drug
1431,fluconazole,drug
6187,fluconazole,drug
72,flumazenil,drug
86,flumazenil,drug
83,flumazenil,drug
81,flumazenil,drug
8159,fluoroquinolone antibiotic,group
11084,fluoroquinolone antibiotics,group
11101,fluoroquinolones,group
11087,fluoroquinolones,group
10439,fluoroquinolones,group
11094,fluoroquinolones,group
10430,fluoroquinolones,group
10429,fluoroquinolones,group
6943,fluorouracil,drug
6740,fluoxetine,drug
9007,fluoxetine,drug
4194,fluoxetine,drug
7228,fluoxetine,drug
9019,fluoxetine,drug
7230,fluoxetine,drug
8988,fluoxetine,drug
11139,fluoxetine,drug
8593,fluoxetine,drug
11279,fluoxetine,drug
2958,fluoxetine,drug
11132,fluoxetine,drug
7237,fluoxetine,drug
7233,fluoxetine,drug
5968,fluoxetine,drug
5961,fluoxetine,drug
7606,fluoxetine,drug
11072,fluoxetine,drug
127,fluoxetine,drug
126,fluoxetine,drug
7235,fluoxetine,drug
1522,fluoxetine,drug
2654,fluoxetine,drug
1432,fluoxetine,drug
2426,fluoxetine,drug
7614,fluoxetine,drug
7377,fluoxetine,drug
11529,fluoxetine,drug
7822,fluoxetine,drug
11115,fluoxetine,drug
7226,fluoxetine,drug
11273,fluoxetine,drug
7792,fluoxetine,drug
7785,fluoxetine,drug
7221,fluoxetine,drug
7223,fluoxetine,drug
5664,fluoxetine,drug
5698,fluoxetine,drug
10505,fluoxetine,drug
5597,fluoxetine,drug
4041,fluoxetine,drug
5671,fluoxetine,drug
3799,fluoxetine,drug
8181,fluoxetine,drug
380,fluoxetine,drug
8389,fluoxetine,drug
5588,fluoxetine,drug
10502,fluoxetine,drug
486,fluoxetine hydrochloride,drug
836,flupenthixol,drug
3381,fluphenazine,drug
7866,flutamide,drug
10976,fluvastatin,drug
10987,fluvastatin,drug
10988,fluvastatin,drug
10986,fluvastatin,drug
10990,fluvastatin,drug
10991,fluvastatin,drug
10989,fluvastatin,drug
10995,fluvastatin,drug
11001,fluvastatin,drug
10983,fluvastatin,drug
10985,fluvastatin,drug
11336,fluvastatin,drug
10984,fluvastatin,drug
11004,fluvastatin,drug
10993,fluvastatin,drug
10998,fluvastatin,drug
3800,fluvoxamine,drug
3932,fluvoxamine,drug
3933,fluvoxamine,drug
2655,fluvoxamine,drug
3930,fluvoxamine,drug
2278,fluvoxamine,drug
10496,fluvoxamine,drug
4992,fluvoxamine,drug
1433,fluvoxamine,drug
3935,fluvoxamine,drug
11530,fluvoxamine,drug
8594,fluvoxamine,drug
1513,fluvoxamine,drug
5825,fluvoxamine,drug
8177,fluvoxamine,drug
4993,fluvoxamine,drug
4995,fluvoxamine,drug
2285,fluvoxamine,drug
3968,fluvoxamine,drug
4195,fluvoxamine,drug
2959,fluvoxamine,drug
3980,fluvoxamine,drug
3978,fluvoxamine,drug
3976,fluvoxamine,drug
3970,fluvoxamine,drug
3965,fluvoxamine,drug
9010,fluvoxamine,drug
11073,fluvoxamine,drug
3957,fluvoxamine,drug
3956,fluvoxamine,drug
4429,fluvoxamine,drug
5487,fluvoxamine,drug
2272,fluvoxamine,drug
7786,fluvoxamine,drug
4434,fluvoxamine,drug
3944,fluvoxamine,drug
2268,fluvoxamine,drug
5003,fluvoxamine,drug
2270,fluvoxamine,drug
3949,fluvoxamine,drug
3951,fluvoxamine maleate,drug
3989,fluvoxamine maleate,drug
3985,fluvoxamine maleate,drug
458,folic acid,drug
10270,folic acid,drug
10598,folic acid,drug
10596,folic acid,drug
10595,folic acid,drug
10593,folic acid,drug
10280,folic acid,drug
10600,folic acid,drug
10597,folic acid,drug
9362,folic acid,drug
11250,folic acid antagonists,group
10946,fondaparinux,drug
10945,fondaparinux,drug
10948,fondaparinux sodium,drug
10947,fondaparinux sodium,drug
10936,fondaparinux sodium,drug
2360,foscarnet,drug
2558,foscarnet,drug
7282,fosfomycin,drug
7291,fosfomycin,drug
7289,fosfomycin,drug
7285,fosfomycin,drug
3055,fosfomycin,drug
3058,fosfomycin,drug
823,fosinopril,drug
809,fosinopril,drug
811,fosinopril,drug
807,fosinopril,drug
812,fosinopril sodium,drug
825,fosinopril sodium,drug
783,fosinopril sodium,drug
785,fosinopril sodium,drug
826,fosinoprilat,drug_n
822,fosinoprilat,drug_n
808,fosinoprilat,drug_n
4016,fosphenytoin,drug
4014,fosphenytoin,drug
4020,fosphenytoin,drug
4018,fosphenytoin,drug
11077,frovatriptan,drug
1738,furazolidone,drug
4908,furazolidone,drug
1307,furosemide,drug
7099,furosemide,drug
9188,furosemide,drug
9943,furosemide,drug
7098,furosemide,drug
11430,furosemide,drug
9676,furosemide,drug
2089,furosemide,drug
4362,furosemide,drug
7001,furosemide,drug
4235,furosemide,drug
448,furosemide,drug
5407,furosemide,drug
6704,furosemide,drug
8054,furosemide,drug
4232,furosemide,drug
7206,furosemide,drug
4073,furosemide,drug
1460,furosemide,drug
2347,furosemide,drug
1304,furosemide,drug
5216,furosemide,drug
5473,furosemide,drug
1305,furosemide,drug
7062,furosemide,drug
1625,gabapentin,drug
1572,gabapentin,drug
6364,gabapentin,drug
583,gabapentin,drug
1651,gabapentin,drug
1649,gabapentin,drug
1643,gabapentin,drug
1641,gabapentin,drug
1636,gabapentin,drug
1634,gabapentin,drug
1627,gabapentin,drug
1624,gabapentin,drug
1622,gabapentin,drug
1640,gabapentin,drug
1614,gabapentin,drug
1573,gabapentin,drug
1579,gabapentin,drug
1615,gabapentin,drug
1586,gabapentin,drug
1587,gabapentin,drug
1591,gabapentin,drug
1582,gabapentin,drug
1592,gabapentin,drug
1610,gabapentin,drug
1596,gabapentin,drug
1600,gabapentin,drug
9044,galangin,drug
9041,galangin,drug
7555,ganciclovir,drug
7559,ganciclovir,drug
7557,ganciclovir,drug
5029,ganglion blockers,group
10652,ganglion blocking compounds,group
7052,ganglionic blocking agents,group
2784,ganglionic blocking agents,group
5347,ganglionic blocking agents,group
5297,ganglionic peripheral adrenergic blocking drugs,group
8517,gefitinib,drug
8516,gefitinib,drug
8508,gefitinib,drug
11089,gelusil,brand
11098,gelusil,brand
6436,gemfibrozil,drug
6448,gemfibrozil,drug
11328,gemfibrozil,drug
6445,gemfibrozil,drug
6443,gemfibrozil,drug
9191,gemfibrozil,drug
8475,gemifloxacin,drug
8472,gemifloxacin,drug
8484,gemifloxacin,drug
7530,gentamicin,drug
7533,gentamicin,drug
3417,gentamicin,drug
2774,gentamicin,drug
4356,gentamicin,drug
2415,gentamicin,drug
7534,gentamicin,drug
8507,gentamicin,drug
8193,gentamicin,drug
7523,gentamicin,drug
7526,gentamicin,drug
7529,gentamicin,drug
2357,gentamicin,drug
6919,gentamycin,drug
6917,gentamycin,drug
6914,gentamycin,drug
6908,gentamycin,drug
6911,gentamycin,drug
6899,gentamycin,drug
6905,gentamycin,drug
4115,ginkgo,drug
8046,ginseng,drug
6063,ginseng stem-and-leaf saponins,drug_n
6064,ginseng stem-and-leaf saponins,drug_n
8028,ginsenosides,drug_n
8045,ginsenosides,drug_n
8039,ginsenosides,drug_n
8038,ginsenosides,drug_n
8036,ginsenosides,drug_n
8031,ginsenosides,drug_n
8030,ginsenosides,drug_n
8029,ginsenosides,drug_n
9479,glatiramer acetate,drug
9481,glatiramer acetate,drug
1981,glibenclamide,drug
1984,glibenclamide,drug
35,gliftor,drug_n
3299,glimepiride,drug
3300,glimepiride,drug
3395,glimepiride,drug
6182,glipizide,drug
6163,glipizide,drug
6165,glipizide,drug
6164,glipizide,drug
6183,glipizide,drug
11622,glipizide,drug
6169,glipizide,drug
6189,glipizide,drug
6188,glipizide,drug
6191,glipizide,drug
3636,glitazones,group
3631,glitazones,group
4651,glucagon,drug
4705,glucagon,drug
2724,glucocorticoid,group
5282,glucocorticoids,group
8274,glucocorticoids,group
2191,glucocorticoids,group
7149,glucocorticoids,group
5293,glucocorticoids,group
